,Stress (GPa),Strain
69,0.23495025657020724,4.6574999999999994e-05
70,0.2200748716451118,4.7249999999999997e-05
71,0.21693786405479334,4.7925e-05
72,0.20782872637989455,4.86e-05
73,0.18077467788545293,4.9275000000000005e-05
74,0.14047753756226627,4.9949999999999994e-05
75,0.10053843219905924,5.0625e-05
76,0.06837932975000191,5.13e-05
77,0.05314412732956438,5.1975e-05
78,0.08813275001888665,5.264999999999999e-05
79,0.16451197115241403,5.3324999999999995e-05
80,0.21052799421473312,5.4e-05
81,0.19370748123714585,5.4674999999999994e-05
82,0.1510013716953203,5.535e-05
83,0.11255997800858522,5.6025e-05
84,0.08196505034023505,5.67e-05
85,0.0502056177842701,5.737499999999999e-05
86,0.017046003700959884,5.8049999999999995e-05
87,-0.025364968914396015,5.8725e-05
88,-0.07072450966744961,5.94e-05
89,-0.1010866891470222,6.0074999999999997e-05
90,-0.10150023735115218,6.075e-05
91,-0.07009845778330334,6.1425e-05
92,-0.0378437350444364,6.21e-05
93,-0.014756591675571588,6.2775e-05
94,0.0028231540425412765,6.345e-05
95,0.029842061125548273,6.4125e-05
96,0.05019148482532354,6.479999999999999e-05
97,0.06399976768797637,6.547499999999999e-05
98,0.09226262980618963,6.615e-05
99,0.15886400785592336,6.6825e-05
100,0.23558471183534874,6.749999999999999e-05
101,0.2854548309995812,6.817499999999999e-05
102,0.3162551322064971,6.884999999999999e-05
103,0.32713636467975826,6.9525e-05
104,0.32088946950142416,7.02e-05
105,0.2964259541847006,7.0875e-05
106,0.2861167882388889,7.155e-05
107,0.3023601417308478,7.222500000000001e-05
108,0.32615406037099504,7.29e-05
109,0.32484045913269183,7.3575e-05
110,0.29242670877468746,7.425e-05
111,0.2564426674092912,7.4925e-05
112,0.2413132711950212,7.56e-05
113,0.2188957245027326,7.6275e-05
114,0.17546807011090562,7.695e-05
115,0.13243537462585558,7.762499999999999e-05
116,0.10725235164240222,7.829999999999999e-05
117,0.08128157535262122,7.8975e-05
118,0.034339143197552865,7.965e-05
119,-0.020236869324020676,8.032499999999999e-05
120,-0.06090503165054309,8.099999999999999e-05
121,-0.09173347145139771,8.167499999999999e-05
122,-0.10770740745569057,8.235e-05
123,-0.08994826228572453,8.3025e-05
124,-0.06415230178543566,8.37e-05
125,-0.052617770101770864,8.4375e-05
126,-0.03745463303956534,8.505000000000001e-05
127,-0.0037297005983927124,8.5725e-05
128,0.027339763448280256,8.64e-05
129,0.05003767748831953,8.7075e-05
130,0.07877418471717426,8.774999999999999e-05
131,0.11747391870753612,8.8425e-05
132,0.15191797684357516,8.91e-05
133,0.17366961925396723,8.9775e-05
134,0.16783881875885256,9.044999999999999e-05
135,0.1359083901320297,9.112499999999999e-05
136,0.08485339424746677,9.18e-05
137,0.03758743192408122,9.2475e-05
138,0.022434990074051465,9.314999999999999e-05
139,0.05455691392840252,9.382499999999999e-05
140,0.11716159304721256,9.449999999999999e-05
141,0.17092273226015559,9.5175e-05
142,0.17561283744714204,9.585e-05
143,0.16329182569669437,9.6525e-05
144,0.18143434329358019,9.72e-05
145,0.216259354701404,9.787500000000001e-05
146,0.22557488450650431,9.855000000000001e-05
147,0.19506195346483507,9.922499999999999e-05
148,0.13809365116265865,9.989999999999999e-05
149,0.09840193624299363,0.00010057499999999999
150,0.08320111129026395,0.00010125
151,0.06634150985865328,0.000101925
152,0.039744681684726,0.0001026
153,0.03657686169742491,0.000103275
154,0.057044696674860555,0.00010395
155,0.07883530021532154,0.00010462499999999998
156,0.09495234834444263,0.00010529999999999998
157,0.08710308119905935,0.00010597499999999999
158,0.041787339886344615,0.00010664999999999999
159,-0.02034929637582079,0.00010732499999999999
160,-0.043134172676765475,0.000108
161,-0.0046482156059646585,0.000108675
162,0.059836147052737924,0.00010934999999999999
163,0.10124087845588961,0.00011002499999999999
164,0.09692497837110083,0.0001107
165,0.07676412144790086,0.000111375
166,0.06740250037128111,0.00011205
167,0.046587198322087235,0.000112725
168,0.01714251525845081,0.0001134
169,0.012435603309473861,0.00011407500000000001
170,0.059251475453795534,0.00011474999999999998
171,0.12602690534929456,0.00011542499999999999
172,0.1618997929024354,0.00011609999999999999
173,0.1772194111046889,0.00011677499999999999
174,0.19933940171537287,0.00011745
175,0.23930702764438197,0.000118125
176,0.26122457316745307,0.0001188
177,0.22894234845441988,0.00011947499999999999
178,0.16154786949227057,0.00012014999999999999
179,0.11976982425460256,0.000120825
180,0.14263491464686553,0.0001215
181,0.19611925158278315,0.000122175
182,0.2056863735219232,0.00012285
183,0.16132085088144432,0.000123525
184,0.10640908509192412,0.0001242
185,0.06712964513684436,0.00012487499999999999
186,0.03297181125046177,0.00012555
187,-0.0070499273591985955,0.000126225
188,-0.041779318477212786,0.0001269
189,-0.06811602381215068,0.000127575
190,-0.0852305278006173,0.00012825
191,-0.09577982672456604,0.000128925
192,-0.08594557912894057,0.00012959999999999998
193,-0.04643822929535323,0.00013027499999999998
194,0.0003905025683702744,0.00013094999999999998
195,0.029865234085262447,0.000131625
196,0.04090103783925448,0.0001323
197,0.037899502936495806,0.000132975
198,0.029726705622795262,0.00013365
199,0.04568281627346185,0.000134325
200,0.08486510805127834,0.00013499999999999997
201,0.11098090632520467,0.00013567499999999998
202,0.11916121575221915,0.00013634999999999998
203,0.1118077480855557,0.00013702499999999998
204,0.09971872058015874,0.00013769999999999999
205,0.1235023259799937,0.000138375
206,0.1925555814210239,0.00013905
207,0.25742127932337466,0.000139725
208,0.2966064995521441,0.0001404
209,0.3269448694522301,0.000141075
210,0.35104945854129277,0.00014175
211,0.35869029637320293,0.000142425
212,0.3527839927730855,0.0001431
213,0.32393174806961433,0.000143775
214,0.25285888006272517,0.00014445000000000001
215,0.1619887923466124,0.000145125
216,0.08493360833878509,0.0001458
217,0.02533161003832396,0.000146475
218,-0.021899338197581383,0.00014715
219,-0.057170874713743804,0.000147825
220,-0.07777825674528241,0.0001485
221,-0.08172962834841352,0.000149175
222,-0.06857782779502614,0.00014985
223,-0.054932646918053864,0.00015052499999999999
224,-0.06570399881860439,0.0001512
225,-0.08680527046954577,0.000151875
226,-0.08817476692386292,0.00015255
227,-0.061243968017351595,0.000153225
228,-0.030645347954321684,0.0001539
229,-0.021843824953430922,0.000154575
230,-0.0010813623453435738,0.00015524999999999998
231,0.049537421671193085,0.00015592499999999998
232,0.12385183023502348,0.00015659999999999998
233,0.1925037605715532,0.000157275
234,0.22801810386889662,0.00015795
235,0.22643533979083633,0.000158625
236,0.19148720611903666,0.0001593
237,0.14661557075952558,0.000159975
238,0.11053412656895711,0.00016064999999999997
239,0.09792001507531138,0.00016132499999999998
240,0.12814965031827702,0.00016199999999999998
241,0.18361845840861887,0.00016267499999999998
242,0.22285880990967527,0.00016334999999999999
243,0.2366371716430268,0.000164025
244,0.23828054192341652,0.0001647
245,0.23051327140471412,0.000165375
246,0.21370383561116604,0.00016605
247,0.20755523452568547,0.000166725
248,0.20226492421731088,0.0001674
249,0.1635757581151703,0.000168075
250,0.09479472128880445,0.00016875
251,0.03178222354381572,0.000169425
252,0.0016575032393362347,0.00017010000000000001
253,-0.0017223111321632548,0.000170775
254,0.015097055929833772,0.00017145
255,0.031933229753821304,0.000172125
256,0.03788855307641107,0.0001728
257,0.021258644058670645,0.000173475
258,-0.019026145840932013,0.00017415
259,-0.0529449926647678,0.000174825
260,-0.061161080122989334,0.00017549999999999998
261,-0.04284922166665374,0.00017617499999999999
262,-0.02210483906010163,0.00017685
263,-0.012052358206508577,0.000177525
264,-0.011856151992664888,0.0001782
265,-0.005319849465812457,0.000178875
266,0.027161509912017334,0.00017955
267,0.056676221150614194,0.000180225
268,0.07255670137232352,0.00018089999999999998
269,0.08825472636727229,0.00018157499999999998
270,0.11323021130493381,0.00018224999999999998
271,0.14474250806526567,0.000182925
272,0.17851722417263743,0.0001836
273,0.20723195900527722,0.000184275
274,0.22960545160931797,0.00018495
275,0.22155157486909569,0.00018562499999999997
276,0.18639208343286995,0.00018629999999999997
277,0.1524625413968584,0.00018697499999999998
278,0.16540960503145238,0.00018764999999999998
279,0.2138795426683395,0.00018832499999999998
280,0.2605484829691987,0.00018899999999999999
281,0.28166299631140534,0.000189675
282,0.28854243689556397,0.00019035
283,0.2912955627631447,0.000191025
284,0.2948724746161692,0.0001917
285,0.28802995797880804,0.000192375
286,0.2626121496233055,0.00019305
287,0.21050953224133445,0.000193725
288,0.13950350931054392,0.0001944
289,0.08266444082215807,0.000195075
290,0.06727237528980916,0.00019575000000000001
291,0.08804107677166573,0.000196425
292,0.10283879408453224,0.00019710000000000002
293,0.09446762604976199,0.000197775
294,0.0730447340898205,0.00019844999999999997
295,0.06258774503286509,0.000199125
296,0.061409743806076104,0.00019979999999999998
297,0.04199742441122592,0.000200475
298,0.014666191667895392,0.00020114999999999998
299,0.017172691035661033,0.000201825
300,0.053540614123794905,0.0002025
301,0.07036278231279035,0.00020317500000000002
302,0.05358861525463142,0.00020385
303,0.030435008781531433,0.00020452499999999997
304,0.017571087689208665,0.0002052
305,0.034628677870025645,0.00020587499999999998
306,0.07338825411899004,0.00020655
307,0.1074885375779506,0.00020722499999999998
308,0.12034914824745707,0.0002079
309,0.12340199470386855,0.000208575
310,0.14998965555307375,0.00020924999999999996
311,0.17952257411716033,0.000209925
312,0.18328385105626246,0.00021059999999999997
313,0.17286162143887832,0.000211275
314,0.16957106115946474,0.00021194999999999997
315,0.16455869904370585,0.000212625
316,0.15848623768300046,0.00021329999999999998
317,0.15880734869618265,0.00021397499999999998
318,0.1539887736391324,0.00021464999999999999
319,0.1453996269943035,0.000215325
320,0.14747857252294705,0.000216
321,0.17382864687310468,0.000216675
322,0.20184233601241328,0.00021735
323,0.2128404518758811,0.000218025
324,0.21066614070533687,0.00021869999999999998
325,0.18013996797240242,0.000219375
326,0.13525190782276425,0.00022004999999999998
327,0.10604748506121935,0.000220725
328,0.09706108767843304,0.0002214
329,0.09326288679253358,0.00022207500000000002
330,0.10584045631124539,0.00022275
331,0.128301293148055,0.00022342500000000002
332,0.14276185662947566,0.0002241
333,0.13707773332991446,0.00022477499999999997
334,0.10359458907828706,0.00022545
335,0.042652760804901116,0.00022612499999999998
336,-0.03158652662578992,0.0002268
337,-0.08760206377664104,0.00022747499999999999
338,-0.10956277212027864,0.00022815000000000002
339,-0.11113585957779892,0.000228825
340,-0.10119313197296205,0.00022949999999999997
341,-0.07689335526169147,0.000230175
342,-0.018130294497256352,0.00023084999999999997
343,0.07406574488074363,0.000231525
344,0.16277501776548634,0.00023219999999999998
345,0.2119397622219355,0.000232875
346,0.21795887484571647,0.00023354999999999998
347,0.21832645910228154,0.00023422499999999996
348,0.23622833442521235,0.0002349
349,0.25175370813789505,0.00023557499999999997
350,0.2362898318952231,0.00023625
351,0.20979868260350884,0.00023692499999999997
352,0.19408817986102164,0.0002376
353,0.17502574669306467,0.00023827499999999998
354,0.14947564874886415,0.00023894999999999998
355,0.12720554319585592,0.00023962499999999998
356,0.11577210673204309,0.00024029999999999999
357,0.09460908296318206,0.000240975
358,0.06635195042292011,0.00024165
359,0.04891875457640627,0.000242325
360,0.04066421528393373,0.000243
361,0.03970648449838395,0.000243675
362,0.03957062983896071,0.00024435
363,0.04108260179833371,0.00024502499999999995
364,0.06311512085229438,0.0002457
365,0.09698965893997338,0.00024637499999999996
366,0.12279707859616489,0.00024705
367,0.13410662885227495,0.00024772499999999996
368,0.12888227235231764,0.0002484
369,0.11998080004716517,0.00024907499999999997
370,0.1141687161733581,0.00024974999999999997
371,0.10098826773021417,0.000250425
372,0.07140238240106661,0.0002511
373,0.03355228115890654,0.000251775
374,0.02755557755111287,0.00025245
375,0.055584036269140366,0.000253125
376,0.07729086064755779,0.0002538
377,0.0799235380542067,0.000254475
378,0.07732371022781195,0.00025515
379,0.06936736363671639,0.000255825
380,0.058874978520417356,0.0002565
381,0.07565449318466416,0.000257175
382,0.13830704611035627,0.00025785
383,0.1995414648311223,0.000258525
384,0.22195812025572964,0.00025919999999999996
385,0.2182900444513021,0.000259875
386,0.2269642434977193,0.00026054999999999996
387,0.24934906793370823,0.000261225
388,0.24977878628005631,0.00026189999999999997
389,0.21441723172808114,0.000262575
390,0.1602458547338244,0.00026325
391,0.11930993013104423,0.00026392500000000003
392,0.11244589574537694,0.0002646
393,0.12691384401615707,0.000265275
394,0.15010093668928362,0.00026595
395,0.1918190123443946,0.000266625
396,0.2424594414331918,0.0002673
397,0.27642361558482015,0.000267975
398,0.2705562731147716,0.00026865
399,0.23930346257365673,0.000269325
400,0.20654555556671045,0.00026999999999999995
401,0.18183961544066934,0.000270675
402,0.1649791227413774,0.00027134999999999995
403,0.164154063516389,0.000272025
404,0.166166163968934,0.00027269999999999996
405,0.16096930944314297,0.000273375
406,0.16177883514568558,0.00027404999999999997
407,0.1611608046706711,0.00027472499999999997
408,0.13134178918088255,0.00027539999999999997
409,0.07768811138551517,0.000276075
410,0.04268102672279423,0.00027675
411,0.04145044070280769,0.000277425
412,0.05016780256979146,0.0002781
413,0.04636336281012279,0.000278775
414,0.022480062753935087,0.00027945
415,0.0023952182315557886,0.000280125
416,0.018865972306204327,0.0002808
417,0.06672768341257146,0.000281475
418,0.09707343810201696,0.00028215
419,0.09448035844520933,0.000282825
420,0.08887504867346725,0.0002835
421,0.09603358336583177,0.000284175
422,0.12099722717572724,0.00028485
423,0.157735917619288,0.00028552499999999996
424,0.17748679140908324,0.0002862
425,0.15724304659152102,0.00028687499999999997
426,0.12400410968457383,0.00028755
427,0.12317535806490568,0.00028822499999999997
428,0.15590690901327595,0.00028890000000000003
429,0.18782766101955883,0.000289575
430,0.1989977915455204,0.00029025
431,0.19707036152270033,0.000290925
432,0.2117649464324433,0.0002916
433,0.23440098103060844,0.000292275
434,0.241631581081205,0.00029295
435,0.23401124240596505,0.000293625
436,0.21217200111489515,0.0002943
437,0.1597468721562427,0.00029497499999999995
438,0.07547483908490203,0.00029565
439,0.005051323245827811,0.00029632499999999995
440,-0.02861631341583173,0.000297
441,-0.03951766307389972,0.00029767499999999996
442,-0.06270984870520518,0.00029835
443,-0.0934141476504481,0.00029902499999999996
444,-0.09125053169207964,0.0002997
445,-0.04667887156930817,0.00030037499999999997
446,-0.0009647336030458328,0.00030104999999999997
447,0.027354151055135768,0.000301725
448,0.056108101665753356,0.0003024
449,0.08957876816984238,0.000303075
450,0.12311195073557789,0.00030375
451,0.16124369256503338,0.000304425
452,0.18927507973401378,0.0003051
453,0.19931253636097895,0.000305775
454,0.20187085657821532,0.00030645
455,0.2012314356788493,0.000307125
456,0.18151850442748713,0.0003078
457,0.1525754777444764,0.000308475
458,0.15303830031898763,0.00030915
459,0.16687497642348806,0.000309825
460,0.1732847189395938,0.00031049999999999996
461,0.1883158210610103,0.000311175
462,0.19957864342582862,0.00031184999999999996
463,0.19495729317425786,0.000312525
464,0.18115461256560186,0.00031319999999999997
465,0.1893433253736116,0.000313875
466,0.22285931920549312,0.00031455
467,0.23700908491404396,0.000315225
468,0.2154980847776068,0.0003159
469,0.18592582311158792,0.000316575
470,0.17407540069687436,0.00031725
471,0.16991725499167826,0.000317925
472,0.16047070883742465,0.0003186
473,0.13574286899121413,0.000319275
474,0.0980752229758146,0.00031995
475,0.05877884893478985,0.000320625
476,0.02234764584128263,0.00032129999999999995
477,0.004457229674254384,0.000321975
478,0.005138285506733223,0.00032264999999999996
479,0.015047272263634627,0.000323325
480,0.03237058753743783,0.00032399999999999996
481,0.05900726810911532,0.000324675
482,0.09953524676176241,0.00032534999999999997
483,0.1633940668321366,0.00032602499999999997
484,0.23272323328251093,0.00032669999999999997
485,0.28734520975164946,0.000327375
486,0.32126138277244126,0.00032805
487,0.32513470479148016,0.000328725
488,0.2848378191162025,0.0003294
489,0.21297936231021175,0.000330075
490,0.14295666227982012,0.00033075
491,0.09453739957681347,0.000331425
492,0.06139803000226454,0.0003321
493,0.038859780201135063,0.000332775
494,0.04296852421199543,0.00033345
495,0.07700489104581028,0.000334125
496,0.11213497064855263,0.0003348
497,0.13886803545376655,0.00033547499999999996
498,0.1755352971588677,0.00033615
499,0.2325456163660204,0.00033682499999999996
500,0.29233707271073817,0.0003375
501,0.3130296344678195,0.00033817499999999997
502,0.2961954978271035,0.00033885
503,0.25288358090989305,0.00033952499999999997
504,0.20329764881204557,0.00034020000000000003
505,0.17196093178493269,0.000340875
506,0.1651203250068885,0.00034155
507,0.17061919195269074,0.000342225
508,0.16750777647722143,0.0003429
509,0.15852698134843196,0.000343575
510,0.15524393318233237,0.00034425
511,0.1395106394519944,0.000344925
512,0.10485598749525615,0.0003456
513,0.05707792822697814,0.00034627499999999995
514,0.010833867962197026,0.00034695
515,-0.01077860936595552,0.00034762499999999995
516,-0.014299753326920612,0.0003483
517,-0.014005380344177842,0.00034897499999999996
518,-0.0005883639936221188,0.00034965
519,0.043839929356412184,0.00035032499999999996
520,0.09839302356618047,0.00035099999999999997
521,0.14561824222413453,0.00035167499999999997
522,0.16624701468002467,0.00035234999999999997
523,0.15160094019693612,0.000353025
524,0.08949078731730117,0.0003537
525,0.0009512372638716401,0.000354375
526,-0.07018503807234532,0.00035505
527,-0.07860560780145132,0.000355725
528,-0.02512458128835002,0.0003564
529,0.0602694304698113,0.000357075
530,0.13811618750260046,0.00035775
531,0.1969912933469723,0.000358425
532,0.24419117453798608,0.0003591
533,0.2779466647282323,0.000359775
534,0.29435948640359544,0.00036045
535,0.28847559181946536,0.000361125
536,0.2533683032045737,0.00036179999999999996
537,0.22337841896788171,0.000362475
538,0.22171276699545917,0.00036314999999999996
539,0.23490798501732202,0.000363825
540,0.23944772061407524,0.00036449999999999997
541,0.23357312067862165,0.000365175
542,0.24767654046774412,0.00036585
543,0.2827187665418997,0.000366525
544,0.31908210596767256,0.0003672
545,0.328154574343683,0.000367875
546,0.3230207451753563,0.00036855
547,0.32809829715580563,0.000369225
548,0.3258361324566747,0.0003699
549,0.3022696143992171,0.000370575
550,0.2793746028776528,0.00037124999999999994
551,0.27402559622626593,0.000371925
552,0.25092635708172617,0.00037259999999999995
553,0.18863222108787697,0.000373275
554,0.10869875176522138,0.00037394999999999996
555,0.04242383233475772,0.000374625
556,0.00846806156412462,0.00037529999999999996
557,-0.016219671236426765,0.000375975
558,-0.029373381649131256,0.00037664999999999997
559,-0.023727455535912125,0.00037732499999999997
560,-0.0014471640665459859,0.00037799999999999997
561,0.009485761932231437,0.000378675
562,0.010941329379772675,0.00037935
563,0.009112320773760613,0.000380025
564,0.023661247079585897,0.0003807
565,0.05835804326525487,0.000381375
566,0.08643743156507178,0.00038205
567,0.0963757028315021,0.000382725
568,0.11153934918952553,0.0003834
569,0.14261377887042295,0.000384075
570,0.16295632707665667,0.00038475
571,0.15634999637484379,0.000385425
572,0.1433788685128543,0.0003861
573,0.14454324607651461,0.00038677499999999996
574,0.16555106194487243,0.00038745
575,0.2083240165627965,0.00038812499999999996
576,0.2643948123098892,0.0003888
577,0.3044732100792903,0.00038947499999999997
578,0.3128554552980997,0.00039015
579,0.3059562795009978,0.000390825
580,0.2847138055845453,0.00039150000000000003
581,0.2493290780728559,0.000392175
582,0.2206904829649913,0.00039285
583,0.1914799486536317,0.00039352499999999993
584,0.1586595255850389,0.00039420000000000004
585,0.12408164997284818,0.000394875
586,0.09106680322577436,0.00039555
587,0.0683278908723946,0.00039622499999999994
588,0.05786491758957894,0.00039689999999999994
589,0.050989806019872484,0.000397575
590,0.05590489263441363,0.00039825
591,0.06839384468081189,0.00039892499999999995
592,0.08779546886348631,0.00039959999999999996
593,0.11279183492968149,0.000400275
594,0.1333857206220459,0.00040095
595,0.13614292085616989,0.00040162499999999996
596,0.13131517847439758,0.00040229999999999997
597,0.13532117205399782,0.00040297499999999997
598,0.14192049993831468,0.00040365
599,0.15121502129092687,0.000404325
600,0.15074863364569036,0.000405
601,0.14139630721774718,0.000405675
602,0.1255321244622105,0.00040635000000000004
603,0.11225198136271379,0.000407025
604,0.0968953118897085,0.0004077
605,0.07798477619943846,0.000408375
606,0.07036863921469613,0.00040904999999999994
607,0.06783845759139842,0.000409725
608,0.07092593616342671,0.0004104
609,0.08796315451152795,0.000411075
610,0.11372906655856108,0.00041174999999999995
611,0.1504711947488926,0.00041242499999999996
612,0.19221830026562356,0.0004131
613,0.23337525925336983,0.000413775
614,0.2683599349001034,0.00041444999999999996
615,0.2965215744745102,0.00041512499999999997
616,0.30889746284933595,0.0004158
617,0.30168939913868126,0.000416475
618,0.2862062969788838,0.00041715
619,0.2729255172596148,0.000417825
620,0.2811829850030402,0.0004184999999999999
621,0.2965075688395181,0.00041917500000000004
622,0.2914496247480577,0.00041985
623,0.25900366142957154,0.000420525
624,0.20267936368912215,0.00042119999999999994
625,0.1530105436969124,0.00042187499999999994
626,0.13406575786288896,0.00042255
627,0.12909528532815182,0.000423225
628,0.10724547614886065,0.00042389999999999995
629,0.07099341785929769,0.00042457499999999995
630,0.05873657738190463,0.00042525
631,0.08880845824527761,0.000425925
632,0.1272401753114727,0.00042659999999999996
633,0.13199992670155614,0.00042727499999999996
634,0.1124461503932859,0.00042794999999999997
635,0.10497274356150839,0.000428625
636,0.12944720873831664,0.00042929999999999997
637,0.15025461670233314,0.000429975
638,0.1330351977753803,0.00043065
639,0.10334592539520027,0.00043132500000000004
640,0.08442736829579837,0.000432
641,0.09230477403512037,0.000432675
642,0.1191701284290323,0.00043335
643,0.13913235998325357,0.00043402499999999994
644,0.14374938122037226,0.0004347
645,0.15547719066692783,0.000435375
646,0.1755983225163321,0.00043605
647,0.18817678330272522,0.00043672499999999995
648,0.18610114819689796,0.00043739999999999995
649,0.18397025449482918,0.000438075
650,0.1858364416955475,0.00043875
651,0.18352525727394425,0.00043942499999999996
652,0.18170554331660876,0.00044009999999999996
653,0.18324107020755936,0.000440775
654,0.1762242470765239,0.00044145
655,0.14448022071905023,0.00044212499999999997
656,0.10500291933871862,0.0004428
657,0.08883927064226019,0.0004434749999999999
658,0.09787112267679354,0.00044415000000000004
659,0.12110494324121186,0.000444825
660,0.1371785739018575,0.0004455
661,0.14831801935479094,0.00044617499999999994
662,0.15572076139183566,0.00044685000000000005
663,0.17218718645203213,0.000447525
664,0.18189461938900198,0.0004482
665,0.17338772401876287,0.00044887499999999995
666,0.14324887075533682,0.00044954999999999995
667,0.10256415631473287,0.000450225
668,0.05738401501353248,0.0004509
669,0.0044924984096435475,0.00045157499999999996
670,-0.05659715297488615,0.00045224999999999996
671,-0.09400467615129628,0.00045292499999999996
672,-0.09281788957164863,0.0004536
673,-0.07221763768156055,0.00045427499999999997
674,-0.05604775011133292,0.00045494999999999997
675,-0.03246837233447349,0.000455625
676,0.00845787564776674,0.00045630000000000003
677,0.054981539316571695,0.000456975
678,0.09802645790125122,0.00045765
679,0.12949240874215473,0.000458325
680,0.13158319539856433,0.00045899999999999994
681,0.1132634428570514,0.000459675
682,0.10007128061009592,0.00046035
683,0.10494244046034369,0.000461025
684,0.13056307587532254,0.00046169999999999995
685,0.1643666945203598,0.000462375
686,0.18755888015166522,0.00046305
687,0.2012134830012686,0.000463725
688,0.20255254903046654,0.00046439999999999996
689,0.1816274937325165,0.00046507499999999996
690,0.16233918786932353,0.00046575
691,0.16326508766625492,0.000466425
692,0.17228548054488566,0.00046709999999999997
693,0.16687599501512387,0.00046777499999999997
694,0.15875794700184695,0.0004684499999999999
695,0.1594531357932723,0.00046912500000000003
696,0.16984735414067229,0.0004698
697,0.1730468777926373,0.000470475
698,0.15883090362776023,0.00047114999999999993
699,0.13758868435921667,0.00047182500000000004
700,0.10690106485200979,0.0004725
701,0.06811029423419937,0.000473175
702,0.022350319644326575,0.00047384999999999994
703,-0.014535175318742145,0.00047452499999999995
704,-0.010844690498327274,0.0004752
705,0.03139643196176096,0.000475875
706,0.07907225009459674,0.00047654999999999996
707,0.11172587878282922,0.00047722499999999996
708,0.13517793260521513,0.00047789999999999996
709,0.15666805161311864,0.000478575
710,0.16825083907552885,0.00047924999999999997
711,0.15914004618922195,0.00047992499999999997
712,0.129536844802266,0.00048059999999999997
713,0.08794316465067557,0.00048127500000000003
714,0.06732661529441487,0.00048195
715,0.0732120377659987,0.000482625
716,0.07821968889544209,0.0004833
717,0.07303531211718947,0.00048397499999999993
718,0.06928625827771677,0.00048465
719,0.08097905363679214,0.000485325
720,0.11113471366220869,0.000486
721,0.13828030807991684,0.00048667499999999994
722,0.14028451444728443,0.00048735
723,0.13306346369327343,0.000488025
724,0.13593983914878463,0.0004887
725,0.16125782552397994,0.000489375
726,0.20133074836333864,0.0004900499999999999
727,0.23254739890138298,0.000490725
728,0.23342593418725024,0.0004914
729,0.22874448702916803,0.000492075
730,0.2345892931592748,0.0004927499999999999
731,0.23705912322815204,0.0004934249999999999
732,0.2188442856251253,0.0004941
733,0.1744356001640799,0.000494775
734,0.12218146727628544,0.0004954499999999999
735,0.09846368836091329,0.0004961249999999999
736,0.08584333799349836,0.0004968
737,0.05791100886109836,0.000497475
738,0.0165252487271632,0.0004981499999999999
739,-0.00285116531252545,0.0004988249999999999
740,0.0314264804150167,0.0004994999999999999
