,Modulus,Max Strain,Yield Stress,Max Stress,Max Temperature,Max Pressure,Max TotEnergy,Max Potential Energy,Max PressureX,Max PressureY,Max PressureZ
0,112.01956230684536,0.04995,0,3.7693402441229136,311.1697982997387,447.2780088301993,-221.97370933404932,-224.38670074481507,1025.7569844753136,1018.7263215315052,202.44377115716802
